Day,Date,MLD_A,MLD_B,MLD_C,IN_PH,IN_DO,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN,
782,01-Jun-21,128.55,105.81,111.51,345.87,7.45,0,207,272,130,930000,7.6,4.6,38,64,24,4000
783,02-Jun-21,132.29,105.86,108.4,346.55,7.48,0,171,280,125,1000000,7.69,4.4,46,72,25,6800
784,03-Jun-21,127.6,110.9,110.26,348.76,7.46,0,204,272,120,780000,7.67,4.5,48,96,26,5600
785,04-Jun-21,123.05,110.52,113.99,347.56,7.41,0,215,296,140,1100000,7.68,4.6,43,80,23,9100
786,05-Jun-21,124.53,110.21,114.78,349.52,7.31,0,185,264,125,1200000,7.65,4.5,38,60,21,4500
787,06-Jun-21,116.7,117.16,113.59,347.45,7.4,0,172,272,130,820000,7.64,4.4,43,68,24,6800
788,07-Jun-21,140.02,103.62,107.99,351.63,7.44,0,226,280,135,920000,7.6,4.5,45,64,25,8200
789,08-Jun-21,135.85,102.2,108.62,346.67,7.5,0,232,304,145,1200000,7.71,4.4,42,72,27,6000
790,09-Jun-21,133.97,105.6,107.78,347.35,7.43,0,191,288,130,1100000,7.65,4.6,40,72,25,4000
791,10-Jun-21,127.85,108.55,111.44,347.84,7.51,0,197,240,120,1000000,7.71,4.4,45,60,21,6800
792,11-Jun-21,117.78,108.37,122.28,348.43,7.44,0,201,264,125,920000,7.69,4.8,49,80,28,8200
793,12-Jun-21,127.43,105.42,113.5,346.35,7.46,0,189,232,130,820000,7.67,4.6,42,64,26,4000
794,13-Jun-21,131.53,109.35,112.02,352.9,7.44,0,250,304,145,910000,7.66,4.4,45,72,23,4500
795,14-Jun-21,129.65,109.73,110.13,349.51,7.43,0,260,312,150,1000000,7.68,4.2,45,80,25,6000
796,15-Jun-21,129.56,106.39,110.38,346.33,7.47,0,245,304,130,930000,7.6,4.6,43,72,21,5600
797,16-Jun-21,119.98,109.13,118.29,347.4,7.34,0,210,288,135,680000,7.62,4.7,44,60,24,6000
798,17-Jun-21,140.64,106.66,101.26,348.56,7.41,0,248,296,140,820000,7.69,4.6,40,72,24,6800
799,18-Jun-21,129.16,113.17,104.23,346.56,7.43,0,173,240,115,780000,7.65,4.3,46,76,23,5600
800,19-Jun-21,130.74,107.39,109.24,347.37,7.4,0,179,232,110,810000,7.62,4.5,37,56,19,6800
801,20-Jun-21,120.67,118.54,112.75,351.96,7.34,0,198,256,120,930000,7.67,4.4,40,72,24,8200
802,21-Jun-21,138.75,105.61,102.51,346.87,7.44,0,173,264,125,1000000,7.65,4.7,36,60,25,4000
803,22-Jun-21,134.35,102.1,110.76,347.21,7.38,0,169,256,130,780000,7.67,4.8,46,76,21,6100
804,23-Jun-21,138.31,100.65,108.31,347.27,7.41,0,161,240,115,680000,7.62,4.4,42,64,24,4500
805,24-Jun-21,126.27,103.13,116.68,346.08,7.46,0,215,256,120,930000,7.63,4.5,46,72,26,6800
806,25-Jun-21,127.6,109.65,114.45,351.7,7.42,0,204,264,130,1100000,7.61,4.2,41,64,24,6000
807,26-Jun-21,125.88,120.2,100.43,346.51,7.43,0,186,240,120,1300000,7.6,4.4,43,60,25,8200
808,27-Jun-21,124.22,113.28,110.44,347.94,7.26,0,153,232,115,780000,7.6,4.3,38,56,21,4000
809,28-Jun-21,128.84,117.07,103.65,349.56,7.41,0,139,216,95,920000,7.59,4.2,36,48,19,5600
810,29-Jun-21,128.84,117.07,103.65,349.56,7.47,0,194,256,125,1000000,7.5,4.1,47,84,26,6400
811,30-Jun-21,130.88,107.02,108.77,346.67,7.39,0,201,264,130,680000,7.64,4.4,40,64,24,4000
812,01-Jul-21,132.22,107.29,114.19,353.7,7.31,0,264,304,140,1200000,7.54,4.6,45,96,27,6000
813,02-Jul-21,134.36,105.23,109.02,348.61,7.46,0,177,256,120,920000,7.63,4.5,43,76,25,6400
814,03-Jul-21,132.2,101.71,113.94,347.85,7.36,0,239,280,115,1100000,7.59,4.3,45,80,27,4000
815,04-Jul-21,123.58,108.3,114.66,346.54,7.44,0,149,240,125,1200000,7.55,4.1,42,76,24,9100
816,05-Jul-21,120.81,116.47,111.84,349.12,7.4,0,172,264,130,1300000,7.61,4.2,44,64,21,6000
817,06-Jul-21,122.44,113.3,110.85,346.59,7.45,0,219,272,140,1400000,7.65,4.4,38,56,25,4500
818,07-Jul-21,120.13,105.61,121.65,347.39,7.48,0,257,296,130,1700000,7.62,4.5,46,80,26,8200
819,08-Jul-21,129.47,103.21,115.86,348.54,7.28,0,235,264,145,1200000,7.53,4.3,45,76,23,6400
820,09-Jul-21,133.69,105.34,112.9,351.93,7.4,0,257,312,145,2000000,7.61,4.4,43,72,25,6800
821,10-Jul-21,125.86,107.59,112.78,346.23,7.37,0,269,320,150,2100000,7.62,4.6,37,60,21,4500
822,11-Jul-21,127.71,105.12,115.51,348.34,7.47,0,153,232,120,1700000,7.57,4.3,39,52,19,6100
823,12-Jul-21,138.58,101.77,109.17,349.52,7.39,0,184,256,125,2400000,7.57,4.2,44,88,23,8200
824,13-Jul-21,133.65,105.12,108.91,347.68,7.43,0,158,248,120,1700000,7.6,4.4,37,60,24,4000
825,14-Jul-21,130.06,102.15,114.5,346.71,7.47,0,168,256,125,2000000,7.56,4.2,38,56,19,5600
826,15-Jul-21,130.79,104.39,116.7,351.88,7.45,0,280,336,145,2100000,7.63,4.3,47,76,25,8200
827,16-Jul-21,122.82,107.56,116.46,346.84,7.43,0,248,312,140,2400000,7.67,4.2,31,56,21,9100
828,17-Jul-21,137.13,102.68,108.21,348.02,7.41,0,144,240,115,1700000,7.66,4.1,34,48,19,5500
829,18-Jul-21,131.49,106.82,108.65,346.96,7.45,0,155,248,120,1400000,7.59,4.2,36,60,23,4000
830,19-Jul-21,127.69,112.71,109.28,349.68,7.42,0,243,304,135,2400000,7.62,4.3,30,60,25,6000
831,20-Jul-21,137.18,107.24,109.34,353.76,7.37,0,171,264,130,2100000,7.59,4.5,42,72,26,7800
832,21-Jul-21,122.15,103.66,120.39,346.2,7.34,0,229,280,135,1700000,7.63,4.4,34,56,20,5500
833,22-Jul-21,137.27,100.54,112.75,350.56,7.29,0,235,288,140,2000000,7.57,4.3,45,88,27,6000
834,23-Jul-21,135.06,101.45,109.84,346.35,7.4,0,165,256,130,1400000,7.52,4.2,38,60,21,8200
835,24-Jul-21,125.79,107.55,114.97,348.31,7.3,0,187,264,135,1700000,7.53,4.3,46,96,26,4000
836,25-Jul-21,136.65,96.21,118.63,351.49,7.37,0,145,256,125,1500000,7.55,4.2,42,72,24,7800
837,26-Jul-21,123.62,108.99,114.22,346.83,7.42,0,251,264,130,2100000,7.62,4.4,42,80,25,6400
838,27-Jul-21,126.18,111.54,115.65,353.37,7.4,0,153,256,125,1400000,7.61,4.5,44,88,27,6800
839,28-Jul-21,125.03,103.51,117.67,346.21,7.43,0,252,296,140,2400000,7.65,4.7,36,64,24,5500
840,29-Jul-21,113.65,108.97,125.02,347.64,7.32,0,169,264,130,1700000,7.55,4.5,41,72,22,8200
841,30-Jul-21,118.63,111.93,117.67,348.23,7.4,0,152,256,125,1300000,7.58,4.4,42,64,21,4000
842,31-Jul-21,118.94,114.57,112.22,345.73,7.43,0,179,272,135,2100000,7.67,4.3,45,76,25,9100
843,01-Aug-21,122.89,108.39,117.25,348.53,7.42,0,210,296,135,20,7.63,4.4,38,60,21,5600
844,02-Aug-21,120.61,107.67,119.09,347.37,7.41,0,276,320,145,24,7.56,4.2,36,56,19,6400
845,03-Aug-21,120.36,108.38,120.04,348.78,7.38,0,263,312,140,21,7.62,4.7,47,80,24,8200
846,04-Aug-21,125.65,101.25,119.17,346.07,7.31,0,185,240,120,12,7.5,5,39,64,23,6800
847,05-Aug-21,123.69,113.46,116.5,353.65,7.29,0,208,224,115,14,7.54,5.5,35,64,21,6000
848,06-Aug-21,121.29,110.94,120.44,352.67,7.43,0,247,288,135,21,7.63,5.8,37,60,19,8200
849,07-Aug-21,129.98,103.63,115.98,349.59,7.21,0,262,296,140,24,7.61,5.1,38,56,24,9300
850,08-Aug-21,120.15,109.1,122.27,351.52,7.31,0,222,272,130,17,7.52,5.2,37,60,26,6800
851,09-Aug-21,130.04,106.32,117.3,353.66,7.38,0,163,256,120,13,7.62,4.8,39,52,19,5500
852,10-Aug-21,131.45,106.91,112.24,350.6,7.26,0,259,288,135,20,7.66,5.1,45,80,26,7800
853,11-Aug-21,120.05,108.31,118.04,346.4,7.26,0,255,280,130,21,7.56,5.3,46,72,24,4500
854,12-Aug-21,123.01,123.83,100.64,347.48,7.16,0,236,264,125,14,7.44,4.5,37,56,21,6800
855,13-Aug-21,134.52,114.62,100.13,349.27,7.28,0,265,296,140,24,7.66,4.4,40,76,25,6000
856,14-Aug-21,131.88,105.06,116.06,353,7.37,0,276,304,145,21,7.55,4.3,42,72,24,7800
857,15-Aug-21,132.8,107.36,110.13,350.29,7.29,0,221,256,115,17,7.58,4.5,39,56,19,8200
858,16-Aug-21,131.25,102.12,112.76,346.13,7.28,0,261,288,140,20,7.55,4.6,43,64,21,5600
859,17-Aug-21,129.14,109.89,108.03,347.06,7.26,0,264,304,145,22,7.58,4.4,44,76,25,4500
860,18-Aug-21,144.01,115.12,87.24,346.37,7.29,0,236,296,135,21,7.48,4.6,41,72,24,6000
861,19-Aug-21,136.23,117.36,95.79,349.38,7.31,0,273,30,140,24,7.54,4.5,48,88,26,9100
862,20-Aug-21,136.01,127.54,89.95,353.5,7.37,0,237,288,130,24,7.61,4.7,43,68,19,9200
863,21-Aug-21,133.94,117.05,95.46,346.45,7.34,0,268,296,135,21,7.53,4.6,42,60,25,5600
864,22-Aug-21,123.75,110.96,112.63,347.34,7.36,0,276,304,145,22,7.5,4.5,46,84,27,6800
865,23-Aug-21,129.8,108.94,112.34,351.08,7.35,0,285,312,450,25,7.63,4.8,43,68,24,8100
866,24-Aug-21,127.24,112.97,108.16,348.37,7.4,0,215,272,120,17,7.53,4.7,43,72,25,6000
867,25-Aug-21,126.13,108.86,116.01,351,7.29,0,278,312,160,24,7.6,4.2,39,64,25,8300
868,26-Aug-21,129.52,106.51,110.62,346.65,7.21,0,284,308,150,21,7.53,4.4,48,88,27,5500
869,27-Aug-21,132.06,113.97,103.76,349.79,7.43,0,248,296,145,24,7.64,4.6,44,72,26,6800
870,28-Aug-21,126.87,118.79,106.11,351.77,7.3,0,199,248,120,14,7.56,4.3,37,56,21,8100
871,29-Aug-21,129.47,117.21,100.14,346.82,7.25,0,207,272,125,17,7.5,4.2,38,64,23,6800
872,30-Aug-21,127.69,115.87,103.67,347.23,7.28,0,202,264,120,15,7.6,4.6,40,60,19,8400
873,31-Aug-21,133.2,106.95,110.75,350.9,7.26,0,196,256,115,14,7.54,4.4,46,80,22,4500
874,01-Sep-21,124.21,111.81,111.57,347.59,7.29,0,231,280,130,21,7.55,4.7,37,56,24,6400
875,02-Sep-21,125.45,112.27,109.75,347.47,7.26,0,237,280,125,14,7.65,4.8,36,52,20,4500
876,03-Sep-21,126.58,111.56,108.02,346.16,7.19,0,249,288,130,17,7.5,4.4,41,64,23,6800
877,04-Sep-21,123.62,116.57,108.17,348.36,7.25,0,202,240,115,21,7.56,4.3,36,52,19,5500
878,05-Sep-21,130.32,112.54,104.53,347.39,7.38,0,203,248,120,13,7.67,4.4,38,48,21,4000
879,06-Sep-21,119.87,116.93,116.82,353.62,7.39,0,200,240,110,12,7.46,4.2,40,72,24,7800
880,07-Sep-21,127.23,112.02,112.18,351.43,7.35,0,217,256,120,17,7.59,4.6,39,64,25,6400
881,08-Sep-21,128.3,110.94,113.17,352.41,7.43,0,203,232,115,21,7.61,4.5,42,60,23,8200
882,09-Sep-21,122.55,113.68,113.11,349.34,7.32,0,234,256,120,20,7.57,4.4,34,48,19,5600
883,10-Sep-21,128.42,112.87,112.91,354.2,7.33,0,236,264,130,24,7.64,4.7,30,52,21,7800
884,11-Sep-21,129.49,107.22,109.33,346.04,7.31,0,193,232,110,21,7.65,4.4,28,48,18,6000
885,12-Sep-21,120.65,113.16,114.92,348.73,7.39,0,203,240,120,24,7.59,4.6,30,52,21,6800
886,13-Sep-21,118.53,111.71,116,346.24,7.34,0,225,240,110,12,7.55,4.2,38,64,21,8200
887,14-Sep-21,124.98,110.59,114.38,349.95,7.42,0,216,248,125,13,7.61,4.3,35,60,23,5500
888,15-Sep-21,123.68,109.61,113.42,346.71,7.43,0,177,224,105,10,7.6,4.1,30,48,19,6400
889,16-Sep-21,128.97,110.58,112.53,352.08,7.33,0,215,256,115,17,7.51,4.4,34,52,23,6000
890,17-Sep-21,120.36,114.97,116.21,351.54,7.38,0,192,232,105,10,7.62,4.5,37,48,21,4500
891,18-Sep-21,125.88,110.56,112.12,348.56,7.22,0,146,192,100,15,7.62,4.6,32,40,19,8200
892,19-Sep-21,122.66,110.88,113.03,346.57,7.46,0,165,240,110,21,7.53,4.2,34,48,20,6800
893,20-Sep-21,123.18,109.45,115.02,347.65,7.36,0,172,224,105,24,7.63,4.4,36,52,23,9100
894,21-Sep-21,121.03,114.44,115.7,351.17,7.27,0,152,216,100,20,7.55,4.2,31,48,20,5500
895,22-Sep-21,120.92,112.26,115.02,348.2,7.36,0,157,224,110,24,7.57,4.3,41,56,24,8400
896,23-Sep-21,126.05,108.77,112.12,346.94,7.38,0,206,240,115,15,7.6,4,30,56,25,6800
897,24-Sep-21,127.24,113.01,109.37,349.62,7.39,0,172,232,110,21,7.61,4.2,39,52,22,6000
898,25-Sep-21,121.22,112.3,113.02,346.54,7.26,0,218,244,115,26,7.5,4.4,36,44,19,8100
899,26-Sep-21,125.96,114.45,105.65,346.06,7.38,0,193,256,120,24,7.57,4,34,60,24,5500
900,27-Sep-21,125.33,116.45,106.38,348.16,7.38,0,185,264,125,26,7.5,4.2,35,52,21,6400
901,28-Sep-21,132.64,114.03,104.87,351.54,7.47,0,167,244,115,17,7.58,4.4,33,60,23,4500
902,29-Sep-21,127.03,117.19,102.01,346.23,7.44,0,211,280,125,24,7.6,4.1,35,64,22,7800
903,30-Sep-21,144.33,119.74,83.59,347.66,7.4,0,212,272,120,21,7.62,4.2,40,72,24,5500
904,01-Oct-21,142.26,118.06,91.1,351.42,7.45,0,156,248,115,15,7.6,4.4,44,72,25,6400
905,02-Oct-21,136.32,110.76,106.6,353.68,7.39,0,177,240,110,17,7.58,4,42,60,23,8200
906,03-Oct-21,126.53,108.93,114,349.46,7.34,0,215,264,125,24,7.54,4.4,36,60,21,6000
907,04-Oct-21,127.11,109.56,113.97,350.64,7.35,0,263,288,130,26,7.52,4.1,46,72,25,9100
908,05-Oct-21,116.23,110.47,101.91,328.61,7.43,0,188,264,125,22,7.53,4.2,44,60,24,7800
909,06-Oct-21,75.05,51.16,64.44,190.65,7.42,0,158,232,110,17,7.52,4,37,52,19,5500
910,07-Oct-21,64.73,68.2,60.57,193.5,7.31,0,149,240,115,15,7.6,4.3,36,56,21,6000
911,08-Oct-21,62.09,54.28,64.39,180.76,7.45,0,209,264,120,21,7.55,4.3,34,48,23,5500
912,09-Oct-21,58.67,59.76,57.75,176.18,7.41,0,170,244,105,17,7.6,4.3,33,44,19,6000
913,10-Oct-21,70.68,51.56,58.09,180.33,7.42,0,189,264,115,20,7.57,4.3,36,52,21,7800
914,11-Oct-21,66.31,54.29,58.7,179.3,7.34,0,213,280,120,24,7.62,4.3,34,48,22,8200
915,12-Oct-21,75.82,47.67,59.24,182.73,7.43,0,173,248,110,15,7.64,4.3,38,60,24,5600
916,13-Oct-21,64.28,51.11,59.01,174.4,7.36,0,197,272,115,21,7.62,4.5,39,56,21,6800
917,14-Oct-21,68.79,50.19,57.63,176.61,7.39,0,219,280,125,24,7.65,4.6,37,52,19,9100
918,15-Oct-21,58.52,56.86,62.78,178.16,7.29,0,156,240,115,17,7.67,4.2,36,52,23,6100
919,16-Oct-21,75.09,56.87,49.78,181.74,7.39,0,174,232,110,15,7.64,4.4,34,44,24,5500
920,17-Oct-21,58.7,50.06,69.13,177.89,7.34,0,180,244,105,21,7.66,4.2,35,52,22,8100
921,18-Oct-21,77.11,56.85,60.51,194.47,7.32,0,268,256,115,17,7.65,4.3,42,64,24,8300
922,19-Oct-21,66.93,52.07,57.66,176.66,7.35,0,230,272,120,21,7.64,4.2,40,48,21,4000
923,20-Oct-21,134.15,102.96,109.29,346.4,7.28,0,163,248,110,22,7.67,4.4,34,44,19,6100
924,21-Oct-21,125.29,105.47,118.14,348.9,7.37,0,249,280,125,25,7.64,4.3,41,60,25,6800
925,22-Oct-21,121.89,115.01,113.18,350.08,7.36,0,162,256,110,21,7.6,4.4,39,52,23,8200
926,23-Oct-21,122.16,116.09,107.19,345.44,7.37,0,154,248,115,17,7.68,4.5,36,48,21,7800
927,24-Oct-21,118.9,110.73,118.28,347.91,7.33,0,265,296,130,27,7.54,4.2,46,68,24,5600
928,25-Oct-21,134.73,109.51,102.24,346.48,7.36,0,176,240,110,25,7.62,4.3,42,60,23,6400
929,26-Oct-21,119.53,111.71,116,347.24,7.44,0,171,248,115,15,7.65,4.6,38,56,22,8300
930,27-Oct-21,129.52,106.51,110.62,346.65,7.27,0,181,240,105,14,7.58,4.3,43,60,19,7800
931,28-Oct-21,137.59,110.29,102.84,350.72,7.31,0,234,288,125,24,7.63,4.2,45,68,24,8200
932,29-Oct-21,133.51,102.56,111.39,347.46,7.38,0,175,256,110,17,7.6,4.5,40,60,23,6000
933,30-Oct-21,130.35,102.13,113.74,346.22,7.45,0,188,264,115,21,7.65,4.3,42,64,26,5600
934,31-Oct-21,125.53,106.83,116.71,349.07,7.43,0,254,280,125,24,7.67,4.7,41,68,21,9200
935,01-Nov-21,133.54,99.36,113.31,346.21,7.39,0,261,296,130,26,7.62,4.5,44,72,25,6400
936,02-Nov-21,136.4,98.64,111.32,346.36,7.4,0,179,248,110,21,7.6,4.3,46,80,24,6800
937,03-Nov-21,125.25,110.27,112.61,348.13,7.41,0,235,272,125,26,7.62,4.4,41,72,23,7800
938,04-Nov-21,123.65,108.45,115.38,347.48,7.42,0,226,280,130,24,7.59,4.2,43,72,26,5500
939,05-Nov-21,128.2,103.57,119.5,351.27,7.43,0,144,240,110,17,7.57,4.3,42,68,24,6400
940,06-Nov-21,125.15,113.54,107.78,346.47,7.41,0,247,288,125,26,7.58,4.2,40,76,23,8100
941,07-Nov-21,116.32,115.78,118.32,350.42,7.35,0,181,264,120,21,7.58,4.4,41,72,25,6800
942,08-Nov-21,126.29,104.4,117.48,348.17,7.4,0,176,248,115,15,7.61,4.2,43,76,21,6000
943,09-Nov-21,126.71,108.88,114.02,349.61,7.24,0,158,240,110,14,7.6,4.3,39,64,23,4500
944,10-Nov-21,128.2,103.98,115.27,347.45,7.39,0,162,232,110,21,7.62,4.5,39,48,24,8200
945,11-Nov-21,115.6,110.73,120,346.33,7.34,0,251,296,135,26,7.66,4.4,44,84,25,6400
946,12-Nov-21,126.86,103.24,118.44,348.54,7.4,0,167,240,115,17,7.56,4.2,40,72,27,7800
947,13-Nov-21,129.47,105.45,112.98,347.9,7.31,0,159,248,120,24,7.49,4.4,46,76,26,6000
948,14-Nov-21,130.66,108.66,107.3,346.62,7.35,0,190,264,125,21,7.51,4.6,40,64,27,4000
949,15-Nov-21,136.02,107.27,108.21,351.5,7.36,0,225,180,130,17,7.6,4.5,44,64,22,6400
950,16-Nov-21,136.02,107.27,108.21,351.5,7.39,0,174,272,125,26,7.5,4.6,38,60,24,7800
951,17-Nov-21,130.87,108.88,108.66,348.41,7.35,0,159,240,110,15,7.5,4.5,45,72,25,5600
952,18-Nov-21,127.43,104.76,114.6,346.79,7.32,0,217,296,135,27,7.61,4.2,43,88,27,8200
953,19-Nov-21,132.19,103.13,113.31,348.63,7.36,0,179,272,130,26,7.6,4.3,42,80,25,6800
954,20-Nov-21,125.44,111.15,115.16,351.75,7.31,0,175,288,140,31,7.52,4.4,40,84,26,4500
955,21-Nov-21,132.78,106.9,107.9,347.58,7.28,0,186,280,135,26,7.58,4.3,47,80,24,8400
956,22-Nov-21,121.84,109.79,117.75,349.38,7.38,0,167,288,130,25,7.59,4.2,40,64,23,9200
957,23-Nov-21,123.96,110.15,116.74,350.85,7.35,0,176,280,135,24,7.46,4.4,38,72,25,6800
958,24-Nov-21,129.19,101.78,115.65,346.62,7.4,0,222,312,140,32,7.55,4.5,43,80,21,4000
959,25-Nov-21,129.19,101.78,115.65,346.62,7.41,0,217,320,145,31,7.58,4.3,42,76,24,4500
960,26-Nov-21,129.19,101.78,115.65,346.62,7.43,0,190,264,130,21,7.54,4.2,45,80,27,6800
961,27-Nov-21,135.34,100.78,111.89,348.01,7.4,0,162,248,110,15,7.6,4.2,39,72,23,6000
962,28-Nov-21,124.72,111.35,110.77,346.84,7.42,0,215,296,135,26,7.63,4.2,43,64,25,8200
963,29-Nov-21,140.76,96.81,110.31,347.88,7.39,0,146,240,110,20,7.57,4.1,38,56,22,4500
964,30-Nov-21,129.86,112.09,105.18,347.13,7.28,0,157,264,120,17,7.5,4.2,44,72,25,6000
965,01-Dec-21,119.04,114.23,117.31,350.58,7.32,0,168,256,110,14,7.62,4,40,64,19,5500
966,02-Dec-21,115.62,113.78,121.17,350.57,7.38,0,214,288,130,25,7.58,4.1,39,80,26,5600
967,03-Dec-21,109.66,113.28,124.35,347.29,7.3,0,203,180,125,24,7.54,4.3,41,84,27,8200
968,04-Dec-21,111.93,111.1,125.23,348.26,7.35,0,168,272,120,17,7.6,4.5,43,76,24,7800
969,05-Dec-21,111.06,111.32,127.3,349.68,7.32,0,187,288,130,27,7.58,4.6,42,68,21,4000
970,06-Dec-21,112.53,110.75,124.34,347.62,7.26,0,166,248,110,17,7.53,4.4,46,80,25,9100
971,07-Dec-21,110.94,110.02,129.62,350.58,7.31,0,183,264,120,21,7.57,4.3,45,72,22,8200
972,08-Dec-21,110.97,112.77,127.29,351.03,7.33,0,169,256,125,20,7.5,4.4,41,64,24,6800
973,09-Dec-21,107.26,110.65,129.7,347.61,7.29,0,154,224,110,14,7.53,4.6,47,80,21,8400
974,10-Dec-21,129.11,102.41,117.96,349.48,7.31,0,196,272,120,20,7.55,4.4,42,72,26,6800
975,11-Dec-21,122.64,105.67,120.57,348.88,7.25,0,192,280,135,24,7.52,4.2,41,72,27,9200
976,12-Dec-21,135.21,115.62,95.71,346.54,7.29,0,209,288,130,25,7.54,4.3,40,64,24,6000
977,13-Dec-21,137.58,100.84,108.96,347.38,7.3,0,183,272,125,21,7.54,4.4,39,72,22,7800
978,14-Dec-21,150.02,105.6,91.3,346.92,7.34,0,166,248,120,15,7.58,4.5,38,60,21,5500
979,15-Dec-21,119,123.08,105.21,347.29,7.35,0,155,156,125,17,7.57,4.2,41,64,25,6100
980,16-Dec-21,130.68,112,106.5,349.18,7.27,0,204,240,125,14,7.34,4.4,45,52,19,8200
981,17-Dec-21,126.13,116.39,104.67,347.19,7.16,0,232,158,110,13,7.39,4.5,39,56,23,4500
982,18-Dec-21,117.13,126.1,105.05,348.28,7.19,0,280,166,135,26,7.58,4.4,38,68,26,7800
983,19-Dec-21,104.05,139.77,103.9,347.72,7.15,0,272,181,125,21,7.48,4.6,42,72,22,6000
984,20-Dec-21,119.29,117.21,113.85,350.35,7.28,0,171,256,115,17,7.52,4.5,40,64,24,6800
985,21-Dec-21,115.03,118.91,116.45,350.39,7.17,0,164,264,120,24,7.49,4.4,41,56,26,8200
986,22-Dec-21,108.48,124.29,115.85,348.62,7.19,0,201,296,135,27,7.49,4.6,44,72,25,6000
987,23-Dec-21,125.2,122.14,99.75,347.09,7.31,0,216,304,140,24,7.51,4.7,42,80,27,6800
988,24-Dec-21,114.65,128.08,104.79,347.52,7.26,0,181,264,125,21,7.41,4.6,47,72,24,6000
989,25-Dec-21,115.94,118.86,115.99,350.79,7.3,0,206,288,130,25,7.54,4.5,42,64,25,8100
990,26-Dec-21,116.05,125.56,106.08,347.69,7.32,0,186,256,120,17,7.49,4.3,43,80,27,8200
991,27-Dec-21,115.3,120.05,113.96,349.31,7.24,0,204,288,135,26,7.5,4.6,46,60,23,5600
992,28-Dec-21,113.12,115,118.45,346.57,7.2,0,202,280,125,21,7.45,4.3,47,76,26,9100
993,29-Dec-21,116.35,109.23,122.73,348.31,7.21,0,231,296,140,26,7.41,4.6,44,64,22,6200
994,30-Dec-21,111.59,102.46,114.15,328.2,7.18,0,176,256,115,21,7.46,4.4,39,56,21,5600
995,31-Dec-21,114.91,109.45,123.13,347.49,7.2,0,223,280,130,25,7.47,4.5,42,72,24,6400
996,01-Jan-22,108.83,110.72,129.19,348.74,7.29,0,212,288,130,25.7,7.45,4.6,45,76,26,6000
997,02-Jan-22,104.22,110.23,131.78,346.23,7.22,0,170,264,125,17.6,7.5,4.5,46,76,23,8200
998,03-Jan-22,107.26,114.45,125.65,347.36,7.29,0,177,256,115,17.4,7.5,4.3,45,76,25,5500
999,04-Jan-22,101.38,115.99,128.89,346.26,7.26,0,212,288,140,25.6,7.54,4.4,42,64,24,3600
1000,05-Jan-22,109.65,110.57,126.48,346.7,7.3,0,196,280,130,22.7,7.48,4.5,46,72,27,6000
1001,06-Jan-22,109.12,111.64,125.88,346.64,7.33,0,203,272,135,20.3,7.5,5,46,80,28,6700
1002,07-Jan-22,109.22,110.51,127.39,347.12,7.21,0,222,280,140,25.6,7.41,4.6,39,60,25,6100
1003,08-Jan-22,108.9,114.78,124.69,348.37,7.2,0,198,264,130,16.7,7.4,4.5,45,72,23,8100
1004,09-Jan-22,98.27,118.17,130.17,346.61,7.24,0,201,272,125,23.7,7.43,4.4,42,64,21,5500
1005,10-Jan-22,108.08,114.36,125.3,347.74,7.19,0,196,296,135,26.6,7.53,4.8,41,80,26,9000
1006,11-Jan-22,104.82,110.88,131.05,346.75,7.26,0,243,288,130,30.5,7.47,4.4,43,76,27,8100
1007,12-Jan-22,104.54,112.49,131.84,348.87,7.21,0,226,280,135,21.1,7.45,4.2,40,64,24,6100
1008,13-Jan-22,100.39,88.9,111.95,301.24,7.27,0,223,296,140,26.6,7.37,4.2,37,76,21,3600
1009,14-Jan-22,106.19,110.88,130.51,347.58,7.25,0,213,288,145,23.7,7.42,4.4,42,72,26,5500
1010,15-Jan-22,105.4,112.61,130.48,348.49,7.35,0,252,312,150,29.4,7.56,4.4,41,80,28,5500
1011,16-Jan-22,98.42,114.33,133.3,346.05,7.36,0,215,272,130,20.6,7.57,4.5,46,76,25,4500
1012,17-Jan-22,108.67,110.38,128.43,347.48,7.28,0,262,304,140,24.8,7.54,4.4,45,72,23,4000
1013,18-Jan-22,100.28,115.68,134.38,350.34,7.19,0,196,256,125,19.8,7.38,4.2,47,88,26,5500
1014,19-Jan-22,99.34,117.07,135.51,351.92,7.26,0,205,280,130,19.8,7.5,4.4,48,84,27,6800
1015,20-Jan-22,98.43,109.06,141.14,348.63,7.28,0,304,226,145,26.6,7.52,4.6,44,76,25,4000
1016,21-Jan-22,97.13,119.57,131.01,347.71,7.34,0,257,257,135,30.4,7.44,4.6,39,80,26,6000
1017,22-Jan-22,100.03,117.31,133.85,351.19,7.15,0,221,288,140,19.4,7.47,4.5,43,72,25,3800
1018,23-Jan-22,99.78,112.18,134.39,346.35,7.24,0,212,272,125,20.6,7.54,4.4,45,64,21,3600
1019,24-Jan-22,105.53,109.13,133.51,348.17,7.29,0,231,296,130,21.2,7.55,4.9,44,84,26,6000
1020,25-Jan-22,103.27,109.82,132.33,345.42,7.22,0,226,304,140,24.1,7.46,4.7,38,80,28,6800
1021,26-Jan-22,101.04,111.46,134.93,347.43,7.26,0,219,288,130,18.9,7.51,4.6,43,72,25,6000
1022,27-Jan-22,103.42,111.95,133.85,349.22,7.24,0,227,296,135,30.4,7.42,4.7,41,76,27,3900
