Day,Date,MLD_A,MLD_B,MLD_C,IN_PH,IN_DO,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN,
282,07-Jan-20,98.16,106.26,71.26,7.19,0,346,368,165,33,7.35,4,47,72,28,0.06,
283,08-Jan-20,83.84,108.74,71.34,7.26,0,243,264,140,39,7.38,4.2,44,76,28,0.08,
284,09-Jan-20,74,95,63,7.18,0,293,320,155,27,7.4,4.3,45,72,27,0.07,
285,10-Jan-20,68,78,51,7.19,0,556,528,185,21,7.43,4.1,49,80,25,0.08,
286,11-Jan-20,90,102,49,7.28,0,306,352,128,17,7.42,4.5,48,96,27,0.08,
287,12-Jan-20,91,102,85,7.22,0,199,224,120,12,7.39,4.3,48,80,26,0.08,
288,13-Jan-20,83,93,85,7.28,0,232,216,128,27,7.38,4.2,45,80,28,0.07,
289,14-Jan-20,82,84,76,7.24,0,177,208,115,9.2,7.44,4.4,40,72,24,0.06,
290,15-Jan-20,95,101,95,7.2,0,282,312,165,13,7.44,4.6,46,84,28,0.06,
291,16-Jan-20,132,124,121,7.21,0,263,320,160,14,7.42,4.2,46,72,29,0.07,
292,17-Jan-20,115.5,107,105,7.19,0,211,240,140,33,7.36,4.2,42,76,26,0.06,
293,18-Jan-20,102.99,88.88,82.65,7.23,0,183,232,120,12,7.29,4.6,38,80,27,0.08,
294,19-Jan-20,109.5,102.2,95.5,7.15,0,221,256,150,9.2,7.27,4.8,44,72,28,0.08,
295,20-Jan-20,120.4,111.6,106.9,7.2,0,237,240,145,12,7.31,4.6,41,80,26,0.07,
296,21-Jan-20,125.61,111.21,108.18,7.26,0,182,216,135,11,7.4,4.2,40,76,27,0.08,
297,22-Jan-20,106.33,103.38,99.02,7.24,0,215,248,140,9.3,7.32,4.1,38,72,26,0.08,
298,23-Jan-20,96.03,104.25,99.14,7.23,0,165,192,93,9.1,7.38,4.3,44,64,25,0.07,
299,24-Jan-20,86.18,98.33,91.23,7.23,0,216,249,125,39,7.38,4.5,44,76,28,0.08,
300,25-Jan-20,93.41,95.58,89.04,7.19,0,168,216,145,14,7.29,4.4,40,64,26,0.06,
301,26-Jan-20,98.66,90.7,82.67,7.22,0,207,232,120,11,7.34,4.3,42,76,27,0.08,
302,27-Jan-20,79.77,79.08,69.71,7.2,0,213,240,135,9.3,7.36,4.1,44,64,29,0.09,
303,28-Jan-20,93.99,89.66,85.36,7.21,0,218,240,143,12,7.36,4.1,45,72,25,0.06,
304,29-Jan-20,98.16,99.3,96.9,7.26,0,221,248,165,8.3,7.33,4,41,88,28,0.07,
305,30-Jan-20,98.44,97.58,91.98,7.21,0,217,256,155,10,7.31,4.1,39,76,26,0.06,
306,31-Jan-20,99.07,95.3,88.7,7.21,0,211,240,145,8.3,7.35,4.2,42,76,27,0.07,
,,,,,,,,,,,,,,,,,
307,01-Feb-20,95.01,93.48,87.08,7.29,0,251,280,155,9.3,7.3,4,41,80,28,0.091,
308,02-Feb-20,102.5,97.83,93.83,7.24,0,194,232,120,11,7.44,4.3,36,68,25,0.06,
309,03-Feb-20,104.09,103.69,99.06,7.22,0,207,240,130,9.3,7.38,4.2,42,72,28,0.056,
310,04-Feb-20,103.18,96.19,89.54,7.21,0,199,224,115,11,7.37,4,42,80,26,0.078,
311,05-Feb-20,109.01,100.69,94.58,7.23,0,221,248,125,10,7.4,4.2,45,80,28,0.092,
312,06-Feb-20,101.07,98.49,91.04,7.21,0,209,224,125,9.3,7.39,4.3,42,84,26,0.083,
313,07-Feb-20,96.65,99.06,94.72,7.33,0,203,220,135,9.1,7.42,4.1,46,76,29,0.093,
314,08-Feb-20,63.72,64.54,53.98,7.32,0,227,244,130,9.3,7.45,4.1,48,72,24,0.083,
315,09-Feb-20,65.77,68.86,58.8,7.45,0,223,240,115,12,7.54,4,39,64,26,0.06,
316,10-Feb-20,66.05,74.82,63.99,7.43,0,199,220,120,13,7.56,4,38,76,28,0.061,
317,11-Feb-20,67.36,75.32,64.28,7.38,0,239,240,125,10,7.51,4.1,41,80,24,0.092,
318,12-Feb-20,76.19,80.48,68.38,7.36,0,256,248,135,10,7.49,4,44,88,27,0.078,
319,13-Feb-20,88.96,91.47,82.07,7.41,0,265,240,140,9.1,7.52,4.3,42,72,26,0.082,
320,14-Feb-20,99.7,100,94.58,7.45,0,252,232,115,9.3,7.6,4,43,68,27,0.083,
321,15-Feb-20,89.1,89.32,79.8,7.52,0,260,280,145,11,7.56,4.2,46,76,29,0.068,
322,16-Feb-20,85.6,87.45,75.08,7.43,0,270,288,130,12,7.64,4.1,44,80,28,0.083,
323,17-Feb-20,55.86,54.38,47.91,7.63,0,170,192,90,8.3,7.69,4.2,46,72,26,0.093,
324,18-Feb-20,62.05,47.52,47.54,7.59,0,266,280,135,10,7.64,4.4,49,64,26,0.056,
325,19-Feb-20,78,82.59,69.9,7.57,0,307,344,140,11,7.67,4.1,48,80,26,0.082,
326,20-Feb-20,87.12,88.28,77.26,7.55,0,246,256,123,9.3,7.68,4.5,44,80,28,0.061,
327,21-Feb-20,75.1,75.28,66.98,7.52,0,238,248,125,10,7.63,4.6,47,88,28,0.078,
328,22-Feb-20,70.54,80.08,70.14,7.4,0,263,280,145,9.2,7.67,4.3,40,76,24,0.081,
329,23-Feb-20,79.62,82.18,71.74,7.39,0,343,368,188,12,7.62,4.5,39,80,29,0.083,
330,24-Feb-20,61.79,64.94,57.8,7.48,0,299,320,158,12,7.58,4.6,46,76,27,0.093,
331,25-Feb-20,76.54,77.19,72.6,7.48,0,233,264,145,10,7.5,4.3,40,80,28,0.068,
332,26-Feb-20,64.1,69.97,63.88,7.43,0,301,336,180,11,7.56,4.2,44,88,27,0.083,
333,27-Feb-20,75.64,79.9,73.9,7.41,0,244,272,140,9.2,7.52,4.2,37,72,25,0.092,
334,28-Feb-20,84.31,84.27,79.28,7.44,0,249,264,128,9.1,7.58,4.4,39,84,29,0.08,
335,29-Feb-20,67.24,72.98,66.88,7.47,0,226,240,115,7.8,7.59,4,43,72,25,0.091,
,,,,,,,,,,,,,,,,,
336,01-Mar-20,96.25,99.67,90.86,7.44,0,359,408,185,11,7.64,4.3,42,80,27,0.093,
337,02-Mar-20,95.89,94.7,86.96,7.45,0,443,464,220,14,7.59,4.5,48,88,29,0.09,
338,03-Mar-20,95.1,92.49,83.72,7.21,0,269,280,145,12,7.59,4.2,46,84,26,0.082,
339,04-Mar-20,94.83,98.29,91.65,7.42,0,243,264,140,11,7.58,4,40,96,27,0.068,
340,05-Mar-20,100.12,95.91,90.81,7.42,0,376,400,210,15,7.59,4.4,49,96,28,0.083,
341,06-Mar-20,87.87,80.11,77.13,7.44,0,390,416,200,17,7.68,4.4,45,80,27,0.093,
342,07-Mar-20,96.9,96.18,94.43,7.46,0,244,256,130,12,7.58,4.7,46,84,24,0.082,
343,08-Mar-20,91.49,98.68,90.71,7.49,0,279,296,140,9.1,7.67,4.6,37,73,28,0.081,
344,09-Mar-20,79.69,83.65,77.82,7.47,0,288,288,135,10,7.68,4.6,43,80,25,0.078,
345,10-Mar-20,90.07,89.31,86.17,7.44,0,303,320,160,14,7.62,4.4,48,88,28,0.092,
346,11-Mar-20,84.63,88.75,84.25,7.35,0,239,256,130,8.2,7.47,4.3,43,72,25,0.081,
347,12-Mar-20,92.03,80.74,80.7,7.49,0,223,240,140,10,7.57,4.5,40,80,29,0.068,
348,13-Mar-20,110.78,97.85,95.92,7.53,0,199,232,113,9.2,7.67,4.6,34,76,25,0.093,
349,14-Mar-20,91.85,91.31,88.7,7.33,0,202,224,120,8.3,7.54,4.5,48,72,27,0.081,
350,15-Mar-20,98.79,96.59,92.13,7.38,0,333,360,158,12,7.59,4.4,41,80,26,0.1,
351,16-Mar-20,98.53,72.97,86.32,7.54,0,296,320,150,11,7.66,4.6,49,72,28,0.093,
352,17-Mar-20,107.62,95.04,91.84,7.46,0,330,352,155,13,7.57,4.3,48,88,28,0.082,
353,18-Mar-20,109.5,98.94,96.93,7.45,0,222,240,125,9.3,7.56,4.2,46,80,26,0.078,
354,19-Mar-20,109.96,99.17,95.84,7.42,0,345,360,160,12,7.57,4.3,45,96,29,0.093,
355,20-Mar-20,114.25,96.92,93.64,7.45,0,314,336,140,12,7.58,4.2,42,84,27,0.082,
356,21-Mar-20,118.32,105.25,95.74,7.44,0,206,232,120,10,7.62,4.4,45,72,25,0.068,
357,22-Mar-20,120.97,107.57,104.07,7.43,0,220,240,115,8.2,7.54,4.1,46,72,27,0.081,
358,23-Mar-20,119.37,108.94,102.49,7.48,0,365,125,180,11,7.65,4.3,44,80,29,0.093,
359,24-Mar-20,114.01,105.03,96.69,7.41,0,237,248,125,8.3,7.63,4.2,43,76,25,0.078,
360,25-Mar-20,108.92,99.48,89.87,7.5,0,256,272,130,10,7.62,4.3,48,84,27,0.091,
361,26-Mar-20,104.9,97.51,87.17,7.44,0,320,368,175,12,7.62,4.4,46,80,28,0.082,
362,27-Mar-20,99.22,92.37,84.19,7.37,0,232,248,115,9.2,7.55,4.1,44,72,25,0.068,
363,28-Mar-20,106.54,99.72,88.43,7.47,0,224,240,120,10,7.6,4.2,43,84,28,0.08,
364,29-Mar-20,106.49,97.72,89.52,7.38,0,223,232,125,9.2,7.52,4.5,42,72,25,0.078,
365,30-Mar-20,110,101.96,93.37,7.25,0,208,224,95,11,7.5,4.6,46,80,27,0.091,
366,31-Mar-20,109.65,101.75,93.53,7.49,0,342,376,175,12,7.63,4.4,47,96,28,0.093,
,,,,,,,,,,,,,,,,,
367,01-Apr-20,111.95,102.23,93.55,7.26,0,183,208,110,10,7.48,4.5,40,76,26,0.091,
368,02-Apr-20,115,104,94,7.3,0,240,264,140,11,7.52,4.9,48,84,27,0.083,
369,03-Apr-20,95.75,89.49,75.79,7.38,0,236,256,135,11,7.58,4.4,45,64,28,0.078,
370,04-Apr-20,84.96,81.79,69.06,7.45,0,234,248,125,9.2,7.62,4.7,43,72,26,0.069,
371,05-Apr-20,97.8,94.91,82.66,7.38,0,264,280,145,12,7.6,4.5,41,80,29,0.083,
372,06-Apr-20,110.86,101.75,96.91,7.34,0,218,232,120,10,7.65,4.7,44,72,27,0.078,
373,07-Apr-20,117.33,106.6,98.1,7.37,0,226,240,125,9.2,7.66,4.8,40,64,25,0.068,
374,08-Apr-20,119.75,108.08,99.15,7.35,0,229,248,130,10,7.6,4.4,45,84,28,0.081,
375,09-Apr-20,118.08,108.91,100.99,7.39,0,208,224,115,8.3,7.54,4.3,47,72,26,0.068,
376,10-Apr-20,114.53,103.3,97.01,7.3,0,233,264,130,11,7.58,4.4,45,84,27,0.092,
377,11-Apr-20,118.47,106.76,102.63,7.4,0,263,280,145,10,7.61,4.3,46,76,24,0.083,
378,12-Apr-20,114.57,105.02,99.43,7.41,0,276,288,130,12,7.62,4.1,49,92,26,0.078,
379,13-Apr-20,113.94,105.49,102.16,7.23,0,190,224,115,9.3,7.49,4.4,45,72,25,0.083,
380,14-Apr-20,117.78,104.77,97.93,7.33,0,201,240,135,11,7.5,4.8,40,80,28,0.064,
381,15-Apr-20,112.82,101.87,92.31,7.47,0,202,248,140,10,7.62,4.4,44,64,27,0.092,
382,16-Apr-20,116.71,110.53,102.67,7.43,0,210,236,130,9.2,7.61,4.6,42,72,26,0.078,
383,17-Apr-20,109.35,99.55,92.66,7.44,0,193,224,125,9.1,7.63,4.7,45,76,28,0.064,
384,18-Apr-20,100.5,96.81,88.47,7.46,0,215,240,135,11,7.59,4.5,40,80,25,0.083,
385,19-Apr-20,96.8,91.96,86.19,7.44,0,198,236,123,12,7.59,4.8,46,84,24,0.091,
386,20-Apr-20,99.42,97.18,89.8,7.48,0,217,248,140,13,7.62,4.9,40,64,27,0.093,
387,21-Apr-20,108.71,112.06,98.35,7.4,0,177,224,125,11,7.58,4.7,41,72,25,0.078,
388,22-Apr-20,110.85,98.05,106.12,7.43,0,187,240,128,13,7.61,4.9,42,64,28,0.081,
389,23-Apr-20,89.34,88.08,83.83,7.38,0,215,236,130,11,7.6,4.6,40,80,26,0.092,
390,24-Apr-20,92.82,85.89,83.51,7.41,0,210,232,125,12,7.58,4.8,39,76,28,0.083,
391,25-Apr-20,101.92,95.6,90.39,7.45,0,215,240,135,14,7.61,4.4,44,88,29,0.078,
392,26-Apr-20,107.02,95.54,92.6,7.46,0,220,256,140,12,7.59,4.6,47,72,27,0.064,
393,27-Apr-20,115.9,109.46,102.76,7.42,0,215,236,128,13,7.55,4.4,40,84,25,0.082,
394,28-Apr-20,117.18,107.67,99.94,7.38,0,198,232,123,11,7.55,4.6,39,64,26,0.06,
395,29-Apr-20,125.31,114.5,110.24,7.32,0,240,260,150,14,7.53,5,45,72,24,0.082,
396,30-Apr-20,126.9,113.32,111.9,7.45,0,225,248,135,10,7.56,4.7,41,80,27,0.093,
,,,,,,,,,,,,,,,,,
397,01-May-20,119.93,108.52,107.99,7.34,0,237,256,140,13,7.55,4.4,38,76,28,0.078,
398,02-May-20,103.34,97.08,91.81,7.45,0,187,224,125,11,7.54,4.5,40,84,25,0.082,
399,03-May-20,105.42,97.33,93.56,7.46,0,217,244,130,14,7.56,4.4,42,72,26,0.091,
400,04-May-20,107.98,99.02,96.48,7.52,0,187,240,135,12,7.62,4.9,38,64,27,0.082,
401,05-May-20,100.26,95.73,106.79,7.36,0,210,248,130,14,7.6,5,43,72,24,0.091,
402,06-May-20,90.12,84.76,83.15,7.39,0,199,256,150,15,7.56,4.8,45,80,28,0.078,
403,07-May-20,100.97,94.3,89.99,7.43,0,295,336,158,12,7.55,5.1,40,72,26,0.093,
404,08-May-20,86.68,80.62,74.34,7.31,0,227,240,135,13,7.56,4.7,42,84,28,0.068,
405,09-May-20,93.2,84.44,82.12,7.3,0,230,248,140,14,7.54,5.1,48,96,28,0.083,
406,10-May-20,104.21,90.69,81.59,7.29,0,203,236,125,10,7.53,5.2,43,76,25,0.078,
407,11-May-20,89.72,89.78,80.5,7.35,0,194,228,120,11,7.56,4.6,47,80,26,0.083,
408,12-May-20,109.06,95.29,90.77,7.51,0,319,352,155,14,7.63,5,44,72,28,0.081,
409,13-May-20,112.55,99.9,94.92,7.45,0,225,244,140,12,7.64,4.8,46,72,26,0.091,
410,14-May-20,114.1,104.87,102.24,7.39,0,210,240,143,13,7.65,4.9,45,88,27,0.078,
411,15-May-20,111.03,100.79,95.99,7.32,0,201,236,125,11,7.64,5.1,47,72,26,0.092,
412,16-May-20,114.38,106.54,98.09,7.43,0,231,256,143,14,7.65,5.2,44,72,28,0.068,
413,17-May-20,113.14,103.35,95.03,7.42,0,195,236,130,12,7.63,5.3,48,80,26,0.083,
414,18-May-20,105.18,99.57,91.58,7.41,0,217,244,150,11,7.63,4.8,44,72,27,0.078,
415,19-May-20,107.05,100.89,93.08,7.4,0,226,252,145,14,7.68,4.9,41,64,26,0.083,
416,20-May-20,115.92,103.31,96.46,7.45,0,210,240,130,11,7.66,4.8,41,76,28,0.092,
417,21-May-20,116.8,108.24,102.25,7.34,0,186,224,120,12,7.56,4.5,43,80,24,0.081,
418,22-May-20,113.8,106.28,94.42,7.41,0,207,244,138,11,7.67,4.4,46,72,25,0.078,
419,23-May-20,110.81,109.3,100.58,7.42,0,181,236,125,10,7.66,4.5,42,84,28,0.061,
420,24-May-20,113.39,106.77,98.31,7.45,0,210,248,140,13,7.62,4.3,40,64,27,0.082,
421,25-May-20,106.48,121.25,91.66,7.46,0,220,256,148,14,7.68,4.4,43,72,26,0.064,
422,26-May-20,96.07,93.13,85.74,7.48,0,176,224,140,11,7.7,4.2,39,80,27,0.06,
423,27-May-20,102.97,100.32,90.55,7.46,0,189,240,135,13,7.69,4.3,41,84,25,0.078,
424,28-May-20,101.09,99.64,91.84,7.46,0,182,248,145,14,7.68,4.2,39,76,28,0.09,
425,29-May-20,103.3,97.45,91.13,7.45,0,173,240,140,12,7.71,4.5,41,88,25,0.08,
426,30-May-20,112.13,103.36,94.58,7.48,0,179,252,143,15,7.72,4.7,40,72,28,0.068,
427,31-May-20,101.73,90.71,91.69,7.37,0,214,260,150,14,7.66,4.5,48,80,26,0.091,
,,,,,,,,,,,,,,,,,
428,01-Jun-20,105.93,101.52,92.37,7.39,0,234,260,148,12,7.72,4.6,42,80,29,0.082,
429,02-Jun-20,104.96,98.31,93.98,7.38,0,231,264,155,12,7.68,4.7,45,72,26,0.081,
430,03-Jun-20,106.78,102.65,92.59,7.42,0,183,240,135,10,7.66,4.4,44,84,25,0.078,
431,04-Jun-20,95.87,93.22,85.95,7.39,0,196,248,140,11,7.6,4.3,40,76,27,0.06,
432,05-Jun-20,101.46,97.58,86.55,7.4,0,219,264,150,14,7.63,4.5,44,80,24,0.093,
433,06-Jun-20,104.78,100.88,89.02,7.4,0,191,260,155,11,7.68,4.6,46,96,26,0.078,
434,07-Jun-20,103.25,97.8,86.55,7.36,0,246,272,153,14,7.6,4.6,44,84,25,0.092,
435,08-Jun-20,108.69,100.69,86.13,7.39,0,238,268,150,13,7.63,4.7,40,72,26,0.064,
436,09-Jun-20,105.88,102.56,92.82,7.42,0,211,260,140,12,7.62,4.2,42,76,28,0.081,
437,10-Jun-20,109.82,106.33,98.5,7.36,0,184,248,145,10,7.65,4.4,38,64,26,0.068,
438,11-Jun-20,119.18,108.89,101.88,7.38,0,177,244,140,10,7.66,4.5,40,80,24,0.064,
439,12-Jun-20,123.99,109.25,102.66,7.32,0,214,264,153,14,7.6,4.3,46,72,26,0.091,
440,13-Jun-20,110.11,101.27,97.36,7.29,0,196,272,150,13,7.57,4.4,46,76,29,0.078,
441,14-Jun-20,119,107.66,101.28,7.32,0,183,264,148,12,7.58,4.6,41,84,27,0.068,
442,15-Jun-20,120.54,108,100.2,7.34,0,188,252,140,10,7.57,4.7,45,80,27,0.083,
443,16-Jun-20,115.86,110.66,103.29,7.25,0,179,260,153,11,7.52,4.5,39,64,28,0.064,
444,17-Jun-20,120.37,110.61,103.18,7.27,0,192,272,160,13,7.57,4.4,44,72,25,0.091,
445,18-Jun-20,126.94,113.53,100.71,7.25,0,168,248,145,10,7.6,4.3,38,76,24,0.078,
446,19-Jun-20,120.6,108.15,84.7,7.35,0,198,268,150,12,7.62,4.2,42,84,26,0.081,
447,20-Jun-20,122.39,107.34,101.09,7.32,0,181,272,153,11,7.68,4.4,40,80,28,0.068,
448,21-Jun-20,117.48,106.5,97.96,7.38,0,187,264,145,10,7.58,4.3,47,76,25,0.092,
449,22-Jun-20,119.83,110.53,103.9,7.38,0,182,260,150,9.2,7.62,4.2,43,72,27,0.081,
450,23-Jun-20,122.72,110.43,103.43,7.39,0,194,272,155,12,7.59,4.1,42,64,25,0.078,
451,24-Jun-20,115,106.66,87.42,7.38,0,192,260,148,10,7.62,4.4,46,80,29,0.064,
452,25-Jun-20,119.6,109.25,100.5,7.35,0,179,272,150,14,7.63,4.5,43,76,28,0.082,
453,26-Jun-20,119.29,109.88,101.54,7.32,0,188,240,145,11,7.59,4.6,40,72,27,0.068,
454,27-Jun-20,118.63,104.97,99.3,7.4,0,216,268,153,9.2,7.59,4.3,42,84,24,0.083,
455,28-Jun-20,124.63,117.36,107.8,7.36,0,224,280,160,10,7.62,4.5,47,72,26,0.08,
456,29-Jun-20,121.7,105.55,94.32,7.29,0,237,264,150,12,7.48,4.3,45,76,25,0.084,
457,30-Jun-20,123.06,110.12,97.27,7.26,0,221,260,148,9.2,7.52,4.4,47,80,28,0.06,
,,,,,,,,,,,,,,,,,
458,01-Jul-20,116.12,104.52,94.15,7.32,0,211,272,153,11,7.69,4.3,44,80,27,8200,
459,02-Jul-20,121.21,111.51,98.24,7.28,0,233,280,160,10,7.56,4.2,42,64,28,7800,
460,03-Jul-20,124.79,110.52,100.25,7.34,0,227,276,150,9.1,7.59,4.4,41,76,24,6400,
461,04-Jul-20,146.18,103.11,103.53,7.4,0,216,280,155,9.2,7.61,4.3,39,80,28,6000,
462,05-Jul-20,139.94,98.28,107.11,7.37,0,236,276,148,10,7.65,4.2,45,84,25,6800,
463,06-Jul-20,151.2,110.2,117.29,7.29,0,225,284,155,8.3,7.65,4.2,45,84,26,7800,
464,07-Jul-20,141.53,101.79,109.93,7.32,0,247,288,158,9.3,7.64,4.6,43,28,28,8200,
465,08-Jul-20,144.11,103.86,110.81,7.34,0,269,300,170,11,7.59,4.5,48,64,27,6000,
466,09-Jul-20,136.24,103.18,108.92,7.37,0,234,280,160,9.2,7.63,4.2,46,96,29,8300,
467,10-Jul-20,154.19,107.85,115.28,7.42,0,241,272,148,8.2,7.68,4.4,42,88,26,6400,
468,11-Jul-20,160.33,116.03,122.23,7.35,0,246,280,155,9.2,7.67,4.6,48,72,25,6800,
469,12-Jul-20,155.12,107.09,117.96,7.3,0,257,288,150,9.3,7.6,4.3,40,80,28,7800,
470,13-Jul-20,179.15,127.69,131.09,7.32,0,219,268,148,10,7.59,4.5,44,72,24,8300,
471,14-Jul-20,161.82,112.66,124.67,7.34,0,223,272,145,8.3,7.64,4.2,48,76,26,6000,
472,15-Jul-20,140.87,93.99,111.17,7.4,0,201,272,150,9.1,7.66,4.6,46,80,27,8300,
473,16-Jul-20,144.72,107.76,118.8,7.42,0,233,280,155,10,7.72,4.5,42,64,25,9200,
474,17-Jul-20,144.27,101.69,118.74,7.38,0,196,260,145,9.2,7.73,4.3,44,72,28,6800,
475,18-Jul-20,144.72,101.55,115.43,7.44,0,183,264,148,8.2,7.64,4.5,38,76,27,7800,
476,19-Jul-20,142,99.16,114.72,7.38,0,217,272,140,9.1,7.67,4.2,45,80,24,6000,
477,20-Jul-20,140.23,107.49,120.57,7.37,0,181,280,153,10,7.6,4.7,43,96,26,8300,
478,21-Jul-20,152.44,103.3,115.99,7.42,0,280,324,170,11,7.62,4.1,40,80,28,9800,
479,22-Jul-20,141.48,108.18,121.48,7.36,0,215,260,145,9.2,7.64,4.4,46,84,25,8300,
480,23-Jul-20,146.26,103.83,113.31,7.4,0,221,272,148,9.1,7.62,4.6,39,76,29,6800,
481,24-Jul-20,143.56,99.17,114.3,7.43,0,239,284,155,9.3,7.65,4.5,41,72,26,6000,
482,25-Jul-20,138.3,100.32,113.28,7.49,0,227,180,150,9.1,7.71,4.4,42,80,27,9200,
483,26-Jul-20,149.8,109.17,124.07,7.37,0,214,260,140,8.2,7.68,4.2,46,76,29,6800,
484,27-Jul-20,156.83,111.39,124.28,7.49,0,232,284,148,9.3,7.71,4.3,39,84,25,7800,
485,28-Jul-20,143.15,105.64,116.46,7.4,0,251,292,153,10,7.48,4.7,44,80,28,7000,
486,29-Jul-20,135.47,106.7,117.51,7.37,0,224,256,140,9.1,7.87,4.6,40,72,26,8300,
487,30-Jul-20,134.79,106.56,116.69,7.46,0,283,328,178,9.5,7.76,4.6,43,65,27,6000,
488,31-Jul-20,142.07,101.31,113.01,7.42,0,257,288,153,8.4,7.67,4.5,46,80,25,8000,
,,,,,,,,,,,,,,,,,
489,01-Aug-20,147.65,104.08,117.59,7.41,0,263,296,160,1000000,7.81,4.7,48,72,28,9500,
490,02-Aug-20,144.27,100.78,112.43,7.4,0,260,300,165,950000,7.8,4.4,44,76,27,8300,
491,03-Aug-20,138.62,102.49,112.31,7.41,0,262,292,155,810000,7.87,4.3,46,80,25,6000,
492,04-Aug-20,107.89,75.74,86.99,7.34,0,301,340,183,1000000,7.78,4,47,72,28,9100,
493,05-Aug-20,110.28,77.65,88.63,7.47,0,268,304,168,950000,7.78,4.2,43,84,26,6400,
494,06-Aug-20,126.67,92.1,100.65,7.5,0,212,256,140,920000,7.82,4.4,42,96,26,9500,
495,07-Aug-20,98.8,69.37,76.94,7.51,0,191,248,145,920000,7.76,4.2,40,72,27,6400,
496,08-Aug-20,138.91,101.63,111.4,7.47,0,184,256,150,910000,7.72,4.3,38,76,28,8400,
497,09-Aug-20,132.02,93.79,103.2,7.5,0,226,276,153,950000,7.77,4.2,45,80,24,8600,
498,10-Aug-20,146.9,108.51,116.73,7.47,0,201,260,148,820000,7.73,4.4,40,64,26,6800,
499,11-Aug-20,141.82,106.11,113,7.42,0,274,316,175,930000,7.75,4.1,47,72,29,8300,
500,12-Aug-20,126.15,97.53,105.99,7.49,0,230,256,155,780000,7.78,4.2,48,76,28,9500,
501,13-Aug-20,128.03,89.15,97.75,7.42,0,284,324,185,100000,7.42,4.4,46,80,26,9200,
502,14-Aug-20,81.32,58.24,65.59,7.45,0,224,260,145,820000,7.65,4.5,42,88,27,6400,
503,15-Aug-20,116.63,89.65,96.67,7.46,0,264,304,180,930000,7.73,4.6,46,84,25,7800,
504,16-Aug-20,153.34,109.96,119.29,7.39,0,280,332,180,910000,7.67,4.3,42,80,29,7800,
505,17-Aug-20,148.18,101.25,114.64,7.41,0,226,264,155,930000,7.69,4.2,45,72,27,8100,
506,18-Aug-20,149.26,105.69,113.02,7.45,0,193,260,150,830000,7.67,4.1,40,72,24,6400,
507,19-Aug-20,148.53,104.73,111.92,7.46,0,282,328,195,1000000,7.71,4.4,46,80,26,6800,
508,20-Aug-20,145.75,107.01,114.68,7.46,0,245,280,160,830000,7.7,4.5,39,72,25,6800,
509,21-Aug-20,144.62,110.2,121.32,7.51,0,217,264,150,920000,7.72,4.3,46,76,27,7800,
510,22-Aug-20,130.76,103.82,111.69,7.46,0,258,300,170,910000,7.68,4.6,41,72,28,6400,
511,23-Aug-20,123.67,93.06,103.41,7.45,0,274,328,190,1000000,7.72,4.5,43,80,26,8200,
512,24-Aug-20,117.19,86.39,97.17,7.43,0,248,280,160,820000,7.66,4.6,38,84,25,6400,
513,25-Aug-20,134.65,104.81,109.62,7.4,0,253,288,155,830000,7.73,4.7,45,64,27,6000,
514,26-Aug-20,138.28,102.33,110.33,7.42,0,223,264,150,840000,7.69,4.4,39,72,28,4500,
515,27-Aug-20,137.47,102.85,109.43,7.39,0,263,308,175,920000,7.77,4.4,40,80,24,7800,
516,28-Aug-20,141.1,107.64,113.68,7.41,0,214,288,160,910000,7.67,4.3,46,64,28,6400,
517,29-Aug-20,139.75,102.57,108.4,7.46,0,239,300,170,840000,7.65,4.2,38,84,26,8400,
518,30-Aug-20,137.31,101.98,108.72,7.43,0,225,292,160,830000,7.68,4.5,42,76,28,6000,
519,31-Aug-20,141.11,97.59,107.1,7.43,0,236,308,170,910000,7.7,4.6,37,80,25,6800,
,,,,,,,,,,,,,,,,,
520,01-Sep-20,136.65,102.3,107.84,7.62,0,218,288,160,920000,7.62,4.4,47,72,27,6400,
521,02-Sep-20,137.3,106.23,109.72,7.75,0,254,312,175,930000,7.68,4.2,44,64,29,8200,
522,03-Sep-20,140.53,101.1,106.8,7.62,0,259,320,180,1000000,7.75,4.3,41,72,27,7800,
523,04-Sep-20,136.72,102.8,107.67,7.64,0,265,336,185,830000,7.62,4.5,46,89,26,6800,
524,05-Sep-20,138.1,106.25,110.07,7.65,0,261,344,186,910000,7.64,4.1,43,76,28,8200,
525,06-Sep-20,135.53,103.21,112.14,7.66,0,260,328,175,820000,7.72,4.4,46,64,25,6400,
526,07-Sep-20,91.5,58.95,68.4,7.52,0,251,336,185,780000,7.66,4.3,45,84,27,8200,
527,08-Sep-20,140.22,99.55,107.95,7.69,0,246,352,170,930000,7.65,4.5,47,80,26,6000,
528,09-Sep-20,135.03,102.38,109.79,7.72,0,255,344,176,920000,7.67,4.3,43,72,28,8200,
529,10-Sep-20,136.77,98.97,113.04,7.7,0,284,360,190,910000,7.62,4.4,48,88,25,7800,
530,11-Sep-20,139.79,99.18,113.11,7.69,0,245,328,180,830000,7.71,4.2,47,84,24,6400,
531,12-Sep-20,140.53,98.77,110.72,7.6,0,257,344,185,920000,7.68,4.1,39,72,26,6000,
532,13-Sep-20,143.36,100.36,107.27,7.71,0,282,352,190,100000,7.63,4.3,42,76,27,8200,
